CDSSYS,CDS_PART,,EN
PART_NBR,PART_DESC,PART_TYPE,LEAD_TIME,QTY_ON_HAND,QTY_ALLOCATED,USER_FIELD_1
A218A14,SCREW PAN HD 4X40UNC,P,25,0,0,Y-MT
