CDSSYS,CDS_PART,,EN
PART_NBR,PART_DESC,PART_TYPE,LEAD_TIME,QTY_ON_HAND,QTY_ALLOCATED,USER_FIELD_1
A218B20,SCREW PAN HD 6X32UNC,P,80,0,0,Y-ARCHIVE
