CDSSYS,cds_vidt,,EN
CDS_VIDTID,CODE_PREFERRED_VENDOR,DESCRIPTION,EFFECTIVE_DATE_BEG,EFFECTIVE_DATE_END,PART_NBR,VENDOR_ID
1,0,,2016-06-05T00:00:00+01:00,2016-08-04T00:00:00+01:00,AED003836-1,7006252
